proper_names	mapping_vec
ENSG00000233718	MYCNOS
ENSG00000233723	LINC01122
ENSG00000233725	NRAD1
ENSG00000233728	
ENSG00000233729	NCKAP5-AS1
ENSG00000233746	LINC00656
ENSG00000233760	
ENSG00000233791	LINC01136
ENSG00000233822	H2BC15
ENSG00000233828	LINC01949
ENSG00000233834	
ENSG00000233838	DPH3P1
ENSG00000233850	
ENSG00000233864	
ENSG00000233871	DLG5-AS1
ENSG00000233878	
ENSG00000233901	LINC01503
ENSG00000233903	
ENSG00000233926	
ENSG00000233927	RPS28
ENSG00000233930	KRTAP5-AS1
ENSG00000233967	
ENSG00000233968	
ENSG00000233973	LINC01360
ENSG00000233975	LINC02574
ENSG00000233993	DTD1-AS1
ENSG00000233997	LINC01425
ENSG00000234015	LINC02530
ENSG00000234028	EIF2AK3-DT
ENSG00000234062	
ENSG00000234108	
ENSG00000234111	LINC02433
ENSG00000234124	CSN1S2AP
ENSG00000234127	TRIM26
ENSG00000234155	LINC02535
ENSG00000234171	RNASEH1-AS1
ENSG00000234173	
ENSG00000234177	LINC01114
ENSG00000234186	C16orf82
ENSG00000234199	LINC01191
ENSG00000234210	
ENSG00000234215	CT66
ENSG00000234229	LINC01505
ENSG00000234263	MAP3K5-AS1
ENSG00000234264	DEPDC1-AS1
ENSG00000234265	LINC01723
ENSG00000234283	LINC01731
ENSG00000234284	ZNF879
ENSG00000234311	
ENSG00000234323	LINC01505
ENSG00000234327	
ENSG00000234336	JAZF1-AS1
ENSG00000234350	
ENSG00000234352	
ENSG00000234369	TATDN1P1
ENSG00000234380	LINC01426
ENSG00000234384	LINC01049
ENSG00000234390	USP27X-AS1
ENSG00000234420	ZNF37BP
ENSG00000234435	LINC01432
ENSG00000234444	ZNF736
ENSG00000234452	SLC16A12-AS1
ENSG00000234456	MAGI2-AS3
ENSG00000234465	PINLYP
ENSG00000234474	MIR3663HG
ENSG00000234492	RPL34-AS1
ENSG00000234494	SP2-AS1
ENSG00000234509	
ENSG00000234511	C5orf58
ENSG00000234566	RPL7AP71
ENSG00000234572	LINC01800
ENSG00000234573	
ENSG00000234575	CTSLP8
ENSG00000234597	
ENSG00000234608	MAPKAPK5-AS1
ENSG00000234616	JRK
ENSG00000234636	MED14OS
ENSG00000234653	LRRTM4-AS1
ENSG00000234661	CHL1-AS1
ENSG00000234665	LERFS
ENSG00000234684	SDCBP2-AS1
ENSG00000234690	EPCAM-DT
ENSG00000234693	
ENSG00000234699	
ENSG00000234702	VDAC1P3
ENSG00000234705	HMGA1P4
ENSG00000234707	
ENSG00000234715	
ENSG00000234721	LINC02092
ENSG00000234736	FAM170B-AS1
ENSG00000234741	GAS5
ENSG00000234745	HLA-B
ENSG00000234753	FOXP4-AS1
ENSG00000234765	ELL2P3
ENSG00000234771	SLC25A25-AS1
ENSG00000234776	C11orf94
ENSG00000234781	LINC01103
ENSG00000234787	LINC00458
ENSG00000234795	RFTN1P1
ENSG00000234816	H2AC5P
ENSG00000234817	ECI2-DT
ENSG00000234828	IQCM
ENSG00000234855	SLIT1-AS1
ENSG00000234859	
ENSG00000234864	LINC02632
ENSG00000234869	
ENSG00000234877	
ENSG00000234880	LINC00163
ENSG00000234883	MIR155HG
ENSG00000234884	
ENSG00000234899	SOX9-AS1
ENSG00000234902	
ENSG00000234917	
ENSG00000234945	GTF3C2-AS1
ENSG00000234949	
ENSG00000234962	LINC00700
ENSG00000234967	
ENSG00000234996	
ENSG00000235009	LINC01883
ENSG00000235023	
ENSG00000235026	DPP10-AS1
ENSG00000235033	DAAM2-AS1
ENSG00000235034	C19orf81
ENSG00000235054	LINC01777
ENSG00000235070	
ENSG00000235072	ARNILA
ENSG00000235096	
ENSG00000235097	LINC00330
ENSG00000235098	ANKRD65
ENSG00000235106	BRD3OS
ENSG00000235109	ZSCAN31
ENSG00000235122	
ENSG00000235123	DSCAM-AS1
ENSG00000235124	KRT8P17
ENSG00000235138	
ENSG00000235142	LINC02532
ENSG00000235143	
ENSG00000235154	
ENSG00000235162	C12orf75
ENSG00000235169	SMIM1
ENSG00000235194	PPP1R3E
ENSG00000235202	LINC01525
ENSG00000235214	FAM83C-AS1
ENSG00000235217	TSPY26P
ENSG00000235257	ITGA9-AS1
ENSG00000235280	MCF2L-AS1
ENSG00000235282	DYNLL1P3
ENSG00000235300	
ENSG00000235304	LINC01281
ENSG00000235314	LINC00957
ENSG00000235358	
ENSG00000235370	DNM1P51
ENSG00000235381	
ENSG00000235387	SPAAR
ENSG00000235397	EPN2-AS1
ENSG00000235407	CYMP-AS1
ENSG00000235437	LINC01278
ENSG00000235448	LURAP1L-AS1
ENSG00000235453	SMIM27
ENSG00000235455	IQCF5-AS1
ENSG00000235478	LINC01664
ENSG00000235485	
ENSG00000235488	JARID2-AS1
ENSG00000235501	
ENSG00000235505	CASP17P
ENSG00000235527	HIPK1-AS1
ENSG00000235531	MSC-AS1
ENSG00000235535	TRDN-AS1
ENSG00000235544	RPS11P1
ENSG00000235545	
ENSG00000235560	
ENSG00000235565	
ENSG00000235568	NFAM1
ENSG00000235581	
ENSG00000235584	
ENSG00000235590	GNAS-AS1
ENSG00000235597	LINC01102
ENSG00000235601	BARX1-DT
ENSG00000235602	POU5F1P3
ENSG00000235608	NKX1-1
ENSG00000235621	LINC00494
ENSG00000235643	LINC01647
ENSG00000235652	
ENSG00000235663	SAPCD1-AS1
ENSG00000235665	LINC00298
ENSG00000235688	SNTG2-AS1
ENSG00000235698	PA2G4P2
ENSG00000235703	LINC00894
ENSG00000235706	DICER1-AS1
ENSG00000235710	
ENSG00000235711	ANKRD34C
ENSG00000235713	
ENSG00000235724	
ENSG00000235725	
ENSG00000235728	
ENSG00000235731	LINC02250
ENSG00000235740	PHACTR2-AS1
ENSG00000235749	
ENSG00000235750	KIAA0040
ENSG00000235770	LINC00607
ENSG00000235823	OLMALINC
ENSG00000235824	LINC00837
ENSG00000235862	
ENSG00000235863	B3GALT4
ENSG00000235865	GSN-AS1
ENSG00000235875	ARHGEF7-AS2
ENSG00000235879	FAR1P1
ENSG00000235885	LINC01828
ENSG00000235904	RBMS3-AS3
ENSG00000235914	MACROD2-AS1
ENSG00000235919	ASH1L-AS1
ENSG00000235927	NEXN-AS1
ENSG00000235931	LINC01553
ENSG00000235947	EGOT
ENSG00000235954	TTC28-AS1
ENSG00000235978	
ENSG00000235989	MORC2-AS1
ENSG00000235994	
ENSG00000235997	LINC01936
ENSG00000236013	
ENSG00000236017	ASMTL-AS1
ENSG00000236024	PRRX2-AS1
ENSG00000236036	LINC00445
ENSG00000236049	LINC01920
ENSG00000236064	
ENSG00000236065	
ENSG00000236081	ELFN1-AS1
ENSG00000236088	COX10-AS1
ENSG00000236091	LINC02243
ENSG00000236094	LINC00545
ENSG00000236104	ZBTB22
ENSG00000236144	TMEM147-AS1
ENSG00000236155	ZPLD2P
ENSG00000236172	MIR7515HG
ENSG00000236208	C10orf71-AS1
ENSG00000236230	
ENSG00000236253	SLC25A3P1
ENSG00000236256	DIAPH2-AS1
ENSG00000236262	SHANK2-AS2
ENSG00000236267	
ENSG00000236268	LINC01361
ENSG00000236279	CLEC2L
ENSG00000236287	ZBED5
ENSG00000236296	GUSBP5
ENSG00000236301	MRGPRG-AS1
ENSG00000236304	
ENSG00000236332	
ENSG00000236333	TRHDE-AS1
ENSG00000236340	GRM8-AS1
ENSG00000236372	
ENSG00000236373	LINC02653
ENSG00000236378	
ENSG00000236384	LINC00479
ENSG00000236398	TAS2R39
ENSG00000236404	VLDLR-AS1
ENSG00000236423	LINC01134
ENSG00000236432	MFF-DT
ENSG00000236436	LINC02850
ENSG00000236445	LINC00608
ENSG00000236451	
ENSG00000236461	
ENSG00000236463	LINC00427
ENSG00000236467	KCNMA1-AS1
ENSG00000236499	LINC00896
ENSG00000236502	SIX3-AS1
ENSG00000236512	
ENSG00000236513	
ENSG00000236519	LINC01424
ENSG00000236526	
ENSG00000236581	STARD13-AS
ENSG00000236609	ZNF853
ENSG00000236618	PITPNA-AS1
ENSG00000236656	
ENSG00000236671	PRKG1-AS1
ENSG00000236673	
ENSG00000236678	LINC00347
ENSG00000236699	ARHGEF38
ENSG00000236700	LINC01010
ENSG00000236714	LINC01844
ENSG00000236719	OVAAL
ENSG00000236720	LINC01741
ENSG00000236741	
ENSG00000236747	LINC01282
ENSG00000236751	LINC01186
ENSG00000236754	
ENSG00000236756	DNAJC9-AS1
ENSG00000236764	COX7A2P2
ENSG00000236772	
ENSG00000236778	INTS6-AS1
ENSG00000236795	CNTNAP2-AS1
ENSG00000236810	ELOA-AS1
ENSG00000236819	LINC01563
ENSG00000236827	LINC00529
ENSG00000236829	
ENSG00000236830	CBR3-AS1
ENSG00000236834	LINC00421
ENSG00000236858	
ENSG00000236859	NIFK-AS1
ENSG00000236866	
ENSG00000236871	LINC00106
ENSG00000236882	LINC01554
ENSG00000236914	LINC01852
ENSG00000236939	BAALC-AS2
ENSG00000237009	GLIS3-AS1
ENSG00000237013	LINC01812
ENSG00000237036	ZEB1-AS1
ENSG00000237037	NDUFA6-DT
ENSG00000237048	TTTY12
ENSG00000237054	PRMT5-AS1
ENSG00000237080	EHMT2-AS1
ENSG00000237101	
ENSG00000237110	TAAR9
ENSG00000237125	HAND2-AS1
ENSG00000237149	ZNF503-AS2
ENSG00000237159	CNTFR-AS1
ENSG00000237166	LINC01792
ENSG00000237171	
ENSG00000237172	B3GNT9
ENSG00000237181	
ENSG00000237187	NR2F1-AS1
ENSG00000237190	CDKN2AIPNL
ENSG00000237208	
ENSG00000237213	RPL23AP22
ENSG00000237222	LINC01968
ENSG00000237232	ZNF295-AS1
ENSG00000237250	
ENSG00000237269	RBMY2TP
ENSG00000237276	ANO7L1
ENSG00000237282	LINC00851
ENSG00000237286	CARD11-AS1
ENSG00000237290	LINC01343
ENSG00000237292	LINC01732
ENSG00000237298	TTN-AS1
ENSG00000237310	
ENSG00000237361	TUSC8
ENSG00000237374	
ENSG00000237380	HOXD-AS2
ENSG00000237399	PITRM1-AS1
ENSG00000237401	LINC01304
ENSG00000237422	
ENSG00000237424	FOXD2-AS1
ENSG00000237434	
ENSG00000237435	LINC02790
ENSG00000237436	CAMTA1-DT
ENSG00000237438	CECR7
ENSG00000237441	RGL2
ENSG00000237457	LINC01351
ENSG00000237463	LRRC52-AS1
ENSG00000237468	
ENSG00000237479	
ENSG00000237499	WAKMAR2
ENSG00000237512	UNC5B-AS1
ENSG00000237515	SHISA9
ENSG00000237517	DGCR5
ENSG00000237521	OR7E24
ENSG00000237524	TEX51
ENSG00000237575	PYY2
ENSG00000237579	LINC01514
ENSG00000237594	
ENSG00000237605	DYRK3-AS1
ENSG00000237621	OR9A1P
ENSG00000237632	S100A11P1
ENSG00000237638	LINC02245
ENSG00000237647	
ENSG00000237649	KIFC1
ENSG00000237658	
ENSG00000237667	LINC01115
ENSG00000237675	TEX36-AS1
ENSG00000237685	
ENSG00000237686	
ENSG00000237693	IRGM
ENSG00000237697	
ENSG00000237732	CT75
ENSG00000237737	DCTN1-AS1
ENSG00000237750	KCNH7-AS1
ENSG00000237753	
ENSG00000237764	
ENSG00000237765	FAM200B
ENSG00000237773	
ENSG00000237775	DDR1-DT
ENSG00000237781	ADAMTSL4-AS2
ENSG00000237782	
ENSG00000237787	C3orf79
ENSG00000237793	RPL18AP16
ENSG00000237807	
ENSG00000237872	POU5F1P4
ENSG00000237886	NALT1
ENSG00000237928	NFIA-AS2
ENSG00000237941	KCNQ1DN
ENSG00000237943	PRKCQ-AS1
ENSG00000237949	LINC00844
ENSG00000237950	
ENSG00000237975	FLG-AS1
ENSG00000237976	
ENSG00000237988	OR2I1P
ENSG00000237989	LINC01679
ENSG00000238005	
ENSG00000238022	LMX1A-AS1
ENSG00000238062	SPATA3-AS1
ENSG00000238078	LINC01352
ENSG00000238098	ABCA17P
ENSG00000238105	GOLGA2P5
ENSG00000238107	LINC02806
ENSG00000238113	LINC01410
ENSG00000238133	MAP3K20-AS1
ENSG00000238142	
ENSG00000238151	MLLT10P1
ENSG00000238164	TNFRSF14-AS1
ENSG00000238184	CD81-AS1
ENSG00000238197	PAXBP1-AS1
ENSG00000238198	LRIG2-DT
ENSG00000238199	UBE2V2P3
ENSG00000238201	
ENSG00000238217	LINC01877
ENSG00000238227	TMEM250
ENSG00000238243	OR2W3
ENSG00000238244	GABARAPL3
ENSG00000238265	LINC00317
ENSG00000238273	
ENSG00000238276	
ENSG00000238284	LINC01448
ENSG00000239205	LINC02023
ENSG00000239213	NCK1-DT
ENSG00000239219	
ENSG00000239265	CLRN1-AS1
ENSG00000239275	
ENSG00000239332	LINC01119
ENSG00000239388	ASB14
ENSG00000239440	LINC02008
ENSG00000239454	LINC02047
ENSG00000239474	KLHL41
ENSG00000239482	
ENSG00000239508	PLCH1-AS1
ENSG00000239513	LINC01210
ENSG00000239519	CADM2-AS1
ENSG00000239523	MYLK-AS1
ENSG00000239569	KMT2E-AS1
ENSG00000239589	LINC00879
ENSG00000239590	OR1J4
ENSG00000239653	PSMD6-AS2
ENSG00000239665	
ENSG00000239713	APOBEC3G
ENSG00000239736	CEACAMP3
ENSG00000239791	
ENSG00000239819	IGKV1D-8
ENSG00000239877	IGSF11-AS1
ENSG00000239887	C1orf226
ENSG00000239900	ADSL
ENSG00000239911	PRKAG2-AS1
ENSG00000240021	TEX35
ENSG00000240024	LINC00888
ENSG00000240045	STRIT1
ENSG00000240065	PSMB9
ENSG00000240194	CYMP
ENSG00000240204	SMKR1
ENSG00000240225	ZNF542P
ENSG00000240230	COX19
ENSG00000240280	TCAM1P
ENSG00000240288	GHRLOS
ENSG00000240291	
ENSG00000240344	PPIL3
ENSG00000240403	KIR3DL2
ENSG00000240405	SAMMSON
ENSG00000240423	LINC00636
ENSG00000240498	CDKN2B-AS1
ENSG00000240505	TNFRSF13B
ENSG00000240522	RPL7AP10
ENSG00000240524	
ENSG00000240563	L1TD1
ENSG00000240583	AQP1
ENSG00000240602	AADACP1
ENSG00000240654	C1QTNF9
ENSG00000240687	
ENSG00000240694	PNMA2
ENSG00000240710	
ENSG00000240770	C21orf91-OT1
ENSG00000240771	ARHGEF25
ENSG00000240857	RDH14
ENSG00000240859	
ENSG00000240871	KRTAP4-7
ENSG00000240875	LINC00886
ENSG00000240889	NDUFB2-AS1
ENSG00000240893	LINC02042
ENSG00000240922	LSAMP-AS1
ENSG00000240973	
ENSG00000240990	HOXA11-AS
ENSG00000241014	
ENSG00000241043	
ENSG00000241106	HLA-DOB
ENSG00000241127	YAE1
ENSG00000241131	LINC02032
ENSG00000241135	LINC00881
ENSG00000241163	LINC00877
ENSG00000241170	
ENSG00000241211	IQCJ-SCHIP1-AS1
ENSG00000241224	C3orf85
ENSG00000241258	CRCP
ENSG00000241313	WWTR1-AS1
ENSG00000241316	SUCLG2-AS1
ENSG00000241328	LINC02070
ENSG00000241336	LINC01487
ENSG00000241345	
ENSG00000241369	LINC01192
ENSG00000241399	CD302
ENSG00000241409	
ENSG00000241469	LINC00635
ENSG00000241472	PTPRG-AS1
ENSG00000241490	
ENSG00000241528	
ENSG00000241544	LINC02029
ENSG00000241560	ZBTB20-AS1
ENSG00000241595	KRTAP9-4
ENSG00000241635	UGT1A1
ENSG00000241678	
ENSG00000241684	ADAMTS9-AS2
ENSG00000241685	ARPC1A
ENSG00000241696	LINC02053
ENSG00000241732	
ENSG00000241764	
ENSG00000241772	
ENSG00000241794	SPRR2A
ENSG00000241832	CECR3
ENSG00000241852	C8orf58
ENSG00000241859	ANOS2P
ENSG00000241878	PISD
ENSG00000241945	PWP2
ENSG00000241954	
ENSG00000241956	
ENSG00000241973	PI4KA
ENSG00000242029	
ENSG00000242048	
ENSG00000242049	DNAJB8-AS1
ENSG00000242086	MUC20-OT1
ENSG00000242110	AMACR
ENSG00000242173	ARHGDIG
ENSG00000242220	TCP10L
ENSG00000242221	PSG2
ENSG00000242242	NECTIN3-AS1
ENSG00000242247	ARFGAP3
ENSG00000242258	LINC00996
ENSG00000242265	PEG10
ENSG00000242385	LINC00901
ENSG00000242412	DBIL5P2
ENSG00000242485	MRPL20
ENSG00000242512	LINC01206
ENSG00000242516	LINC00960
ENSG00000242520	MAGEA5
ENSG00000242550	SERPINB10
ENSG00000242574	HLA-DMB
ENSG00000242600	MBL1P
ENSG00000242612	DECR2
ENSG00000242622	
ENSG00000242686	
ENSG00000242687	
ENSG00000242732	RTL5
ENSG00000242759	LINC00882
ENSG00000242771	TRBV5-2
ENSG00000242802	AP5Z1
ENSG00000242808	SOX2-OT
ENSG00000242861	
ENSG00000242948	EPS15P1
ENSG00000242950	ERVW-1
ENSG00000242973	
ENSG00000243004	
ENSG00000243024	
ENSG00000243062	
ENSG00000243064	ABCC13
ENSG00000243069	ARHGEF26-AS1
ENSG00000243083	LINC00870
ENSG00000243130	PSG11
ENSG00000243137	PSG4
ENSG00000243147	MRPL33
ENSG00000243155	
ENSG00000243156	MICAL3
ENSG00000243197	TUSC7
ENSG00000243224	
ENSG00000243279	PRAF2
ENSG00000243317	STMP1
ENSG00000243321	LINC01998
ENSG00000243335	KCTD7
ENSG00000243449	C4orf48
ENSG00000243468	INGX
ENSG00000243479	MNX1-AS1
ENSG00000243489	KRTAP10-11
ENSG00000243491	
ENSG00000243566	UPK3B
ENSG00000243587	
ENSG00000243629	LINC00880
ENSG00000243646	IL10RB
ENSG00000243660	ZNF487
ENSG00000243701	DUBR
ENSG00000243709	LEFTY1
ENSG00000243710	CFAP57
ENSG00000243729	OR5V1
ENSG00000243766	HOTTIP
ENSG00000243775	OSTCP1
ENSG00000243795	LINC02044
ENSG00000243797	
ENSG00000243811	APOBEC3D
ENSG00000243818	
ENSG00000243819	RN7SL832P
ENSG00000243902	
ENSG00000243910	TUBA4B
ENSG00000243955	GSTA1
ENSG00000243978	RTL9
ENSG00000244005	NFS1
ENSG00000244020	MT1HL1
ENSG00000244025	KRTAP19-3
ENSG00000244038	DDOST
ENSG00000244040	IL12A-AS1
ENSG00000244158	
ENSG00000244161	FLNB-AS1
ENSG00000244165	P2RY11
ENSG00000244184	
ENSG00000244203	FOXP1-AS1
ENSG00000244215	LINC02016
ENSG00000244219	TMEM225B
ENSG00000244227	LRRC77P
ENSG00000244242	IFITM10
ENSG00000244302	PEX5L-AS2
ENSG00000244342	LINC00698
ENSG00000244405	ETV5
ENSG00000244459	
ENSG00000244476	ERVFRD-1
ENSG00000244486	SCARF2
ENSG00000244535	
ENSG00000244537	KRTAP4-2
ENSG00000244541	LINC01213
ENSG00000244567	
ENSG00000244588	RAD21L1
ENSG00000244607	CCDC13
ENSG00000244617	ASPRV1
ENSG00000244625	MIATNB
ENSG00000244649	LINC02086
ENSG00000244675	
ENSG00000244694	PTCHD4
ENSG00000244701	
ENSG00000244734	HBB
ENSG00000244752	CRYBB2
ENSG00000244754	N4BP2L2
ENSG00000244791	
ENSG00000244879	GABPB1-AS1
ENSG00000244926	ALKBH3-AS1
ENSG00000244953	
ENSG00000244968	LIFR-AS1
ENSG00000245008	
ENSG00000245025	
ENSG00000245059	
ENSG00000245060	LINC00847
ENSG00000245067	IGFBP7-AS1
ENSG00000245080	MIR3150BHG
ENSG00000245105	A2M-AS1
ENSG00000245149	RNF139-AS1
ENSG00000245213	
ENSG00000245248	USP2-AS1
ENSG00000245311	ARNTL2-AS1
ENSG00000245317	
ENSG00000245479	LINC01585
ENSG00000245482	
ENSG00000245498	
ENSG00000245522	LINC02709
ENSG00000245526	LINC00461
ENSG00000245532	NEAT1
ENSG00000245534	RORA-AS1
ENSG00000245556	SCAMP1-AS1
ENSG00000245571	FAM111A-DT
ENSG00000245573	BDNF-AS
ENSG00000245598	DACT3-AS1
ENSG00000245614	DDX11-AS1
ENSG00000245648	
ENSG00000245651	
ENSG00000245694	CRNDE
ENSG00000245711	NADK2-AS1
ENSG00000245719	
ENSG00000245729	LINC02226
ENSG00000245750	DRAIC
ENSG00000245768	
ENSG00000245832	MIR4300HG
ENSG00000245857	
ENSG00000245869	
ENSG00000245870	LINC00682
ENSG00000245888	NSMCE1-DT
ENSG00000245904	
ENSG00000245910	SNHG6
ENSG00000245928	
ENSG00000245937	LINC01184
ENSG00000245954	LINC02273
ENSG00000245958	
ENSG00000245975	
ENSG00000246022	ALDH1L1-AS2
ENSG00000246067	RAB30-DT
ENSG00000246082	NUDT16P1
ENSG00000246084	LINC02325
ENSG00000246089	
ENSG00000246090	
ENSG00000246095	LINC01096
ENSG00000246100	LINC00900
ENSG00000246130	
ENSG00000246145	RRS1-AS1
ENSG00000246211	P4HA3-AS1
ENSG00000246214	
ENSG00000246223	LINC01550
ENSG00000246263	UBR5-AS1
ENSG00000246273	SBF2-AS1
ENSG00000246283	
ENSG00000246331	
ENSG00000246339	EXTL3-AS1
ENSG00000246363	LINC02458
ENSG00000246366	LACTB2-AS1
ENSG00000246375	PPM1K-DT
ENSG00000246379	
ENSG00000246394	ZNF84-DT
ENSG00000246422	DIAPH1-AS1
ENSG00000246430	LINC00968
ENSG00000246523	FZD4-DT
ENSG00000246526	LINC002481
ENSG00000246528	
ENSG00000246541	
ENSG00000246560	UBE2D3-AS1
ENSG00000246582	
ENSG00000246640	PICART1
ENSG00000246662	LINC00535
ENSG00000246695	RASSF8-AS1
ENSG00000246705	H2AJ
ENSG00000246731	
ENSG00000246740	PLA2G4E-AS1
ENSG00000246763	RGMB-AS1
ENSG00000246777	
ENSG00000246792	
ENSG00000246863	GPR176-DT
ENSG00000246876	LINC02466
ENSG00000246877	DNM1P35
ENSG00000246898	LINC00920
ENSG00000246922	UBAP1L
ENSG00000246982	
ENSG00000246985	SOCS2-AS1
ENSG00000247011	
ENSG00000247077	PGAM5
ENSG00000247092	SNHG10
ENSG00000247095	MIR210HG
ENSG00000247121	
ENSG00000247131	
ENSG00000247134	
ENSG00000247151	CSTF3-DT
ENSG00000247157	LINC01252
ENSG00000247193	
ENSG00000247199	
ENSG00000247228	
ENSG00000247240	UBL7-AS1
ENSG00000247271	ZBED5-AS1
ENSG00000247317	LY6E-DT
ENSG00000247324	
ENSG00000247363	
ENSG00000247400	DNAJC3-DT
ENSG00000247416	
ENSG00000247473	CARS-AS1
ENSG00000247498	GPRC5D-AS1
ENSG00000247516	MIR4458HG
ENSG00000247556	OIP5-AS1
ENSG00000247570	SDCBPP2
ENSG00000247572	CKMT2-AS1
ENSG00000247595	SPTY2D1OS
ENSG00000247624	CPEB2-DT
ENSG00000247679	
ENSG00000247699	FABP6-AS1
ENSG00000247708	STX18-AS1
ENSG00000247746	USP51
ENSG00000247774	PCED1B-AS1
ENSG00000247796	
ENSG00000247809	NR2F2-AS1
ENSG00000247828	TMEM161B-AS1
ENSG00000247853	
ENSG00000247867	
ENSG00000247903	
ENSG00000247950	SEC24B-AS1
ENSG00000247970	
ENSG00000247982	LINC00926
ENSG00000247993	FOXD1-AS1
ENSG00000248008	NRAV
ENSG00000248019	FAM13A-AS1
ENSG00000248049	UBA6-AS1
ENSG00000248079	DPH6-DT
ENSG00000248092	NNT-AS1
ENSG00000248099	INSL3
ENSG00000248115	
ENSG00000248118	LINC01019
ENSG00000248144	ADH1C
ENSG00000248150	LINC02150
ENSG00000248165	
ENSG00000248175	
ENSG00000248176	
ENSG00000248184	LINC02283
ENSG00000248197	LINC00290
ENSG00000248210	LINC02355
ENSG00000248222	
ENSG00000248275	TRIM52-AS1
ENSG00000248285	
ENSG00000248307	LINC00616
ENSG00000248309	MEF2C-AS1
ENSG00000248318	
ENSG00000248329	APELA
ENSG00000248339	LINC02504
ENSG00000248360	LINC00504
ENSG00000248391	LINC02064
ENSG00000248441	LINC01197
ENSG00000248464	FGF10-AS1
ENSG00000248485	PCP4L1
ENSG00000248486	
ENSG00000248505	LINC02380
ENSG00000248529	
ENSG00000248540	
ENSG00000248550	OTX2-AS1
ENSG00000248555	LINC01339
ENSG00000248572	EGFLAM-AS2
ENSG00000248576	
ENSG00000248596	
ENSG00000248636	
ENSG00000248663	LINC00992
ENSG00000248697	TOX4P1
ENSG00000248712	CCDC153
ENSG00000248713	C4orf54
ENSG00000248724	NPHP3-AS1
ENSG00000248730	EGFLAM-AS4
ENSG00000248746	ACTN3
ENSG00000248762	
ENSG00000248771	SMIM31
ENSG00000248791	
ENSG00000248809	LINC01095
ENSG00000248843	
ENSG00000248844	LINC02753
ENSG00000248848	PPBPP2
ENSG00000248866	USP46-AS1
ENSG00000248869	LINC02511
ENSG00000248872	LINC02431
ENSG00000248874	C5orf17
ENSG00000248890	HHIP-AS1
ENSG00000248905	FMN1
ENSG00000248908	LINC02239
ENSG00000248932	
ENSG00000249001	
ENSG00000249026	CTNNA1P1
ENSG00000249035	CLMAT3
ENSG00000249082	C5orf66-AS1
ENSG00000249087	ZNF436-AS1
ENSG00000249106	
ENSG00000249115	HAUS5
ENSG00000249163	
ENSG00000249196	TMEM132D-AS1
ENSG00000249201	
ENSG00000249231	CASC16
ENSG00000249242	TMEM150C
ENSG00000249267	LINC00939
ENSG00000249307	LINC01088
ENSG00000249326	
ENSG00000249328	
ENSG00000249345	LINC02405
ENSG00000249346	LINC01016
ENSG00000249349	
ENSG00000249364	
ENSG00000249375	CASC11
ENSG00000249382	LINC02619
ENSG00000249383	LINC02071
ENSG00000249419	
ENSG00000249464	LINC01091
ENSG00000249471	ZNF324B
ENSG00000249476	
ENSG00000249479	
ENSG00000249521	LINC02114
ENSG00000249532	MIR302CHG
ENSG00000249550	LINC01234
ENSG00000249584	LINC02225
ENSG00000249592	
ENSG00000249601	LINC01187
ENSG00000249618	LINC02465
ENSG00000249662	LINC02218
ENSG00000249669	CARMN
ENSG00000249673	NOP14-AS1
ENSG00000249695	
ENSG00000249700	SRD5A3-AS1
ENSG00000249713	
ENSG00000249715	FER1L5
ENSG00000249717	
ENSG00000249748	
ENSG00000249751	ECSCR
ENSG00000249816	LINC00964
ENSG00000249833	CCDC37-DT
ENSG00000249852	
ENSG00000249853	HS3ST5
ENSG00000249859	PVT1
ENSG00000249873	LINC02372
ENSG00000249917	LINC00536
ENSG00000249923	
ENSG00000249948	GBA3
ENSG00000249961	TERB1
ENSG00000249978	TRGV7
ENSG00000249988	
ENSG00000249992	TMEM158
ENSG00000249993	BFSP2-AS1
ENSG00000250033	SLC7A11-AS1
ENSG00000250056	LINC01018
ENSG00000250062	MAPK10-AS1
ENSG00000250067	YJEFN3
ENSG00000250073	
ENSG00000250075	
ENSG00000250107	CACNA1G-AS1
ENSG00000250116	
ENSG00000250125	LINC02232
ENSG00000250131	
ENSG00000250156	LINC02060
ENSG00000250198	LINC02199
ENSG00000250208	FZD10-AS1
ENSG00000250230	
ENSG00000250241	
ENSG00000250250	
ENSG00000250302	LINC01618
ENSG00000250303	LINC02762
ENSG00000250305	TRMT9B
ENSG00000250312	ZNF718
ENSG00000250317	SMIM20
ENSG00000250328	
ENSG00000250337	PURPL
ENSG00000250341	LINC02510
ENSG00000250361	GYPB
ENSG00000250365	
ENSG00000250366	TUNAR
ENSG00000250392	LINC02502
ENSG00000250406	
ENSG00000250417	LINC02116
ENSG00000250420	AACSP1
ENSG00000250423	KIAA1210
ENSG00000250427	LINC02148
ENSG00000250433	CLSTN2-AS1
ENSG00000250436	LINC02499
ENSG00000250448	
ENSG00000250456	LINC02260
ENSG00000250479	CHCHD10
ENSG00000250490	LINC02145
ENSG00000250510	GPR162
ENSG00000250517	LDHAL6CP
ENSG00000250544	LINC02059
ENSG00000250546	
ENSG00000250565	ATP6V1E2
ENSG00000250582	SMAD1-AS2
ENSG00000250584	LINC01511
ENSG00000250590	LINC02492
ENSG00000250591	PRSS3P1
ENSG00000250596	
ENSG00000250604	
ENSG00000250608	
ENSG00000250625	
ENSG00000250626	
ENSG00000250632	LINC02171
ENSG00000250658	
ENSG00000250668	LINC02123
ENSG00000250685	
